GENE	IID_H158186_T01_01_WT01	I-H-133671-T1-1-R1-1	I-H-133672-T1-1-R1-1	I-H-133673-T1-1-R1-1	I-H-134754-T1-2-R1-1	I-H-133674-T1-1-R1-1	I-H-133675-T1-1-R1-1	I-H-133676-T1-1-R1-1	I-H-134202-T1-1-R1-1	I-H-134756-T1-2-R1-1	I-H-134757-T1-2-R1-1	IID_H134768_T02_01_WT01	I-H-134769-T1-2-R1-1	I-H-135062-T1-2-R1-1	I-H-135022-T1-1-R1-1	I-H-135066-T1-2-R1-1	I-H-135073-T1-1-R1-1	I-H-135074-T1-1-R1-1	I-H-135076-T1-1-R1-1	IID_H195916_T01_01_WT01	I-H-135088-T1-1-R1-1	I-H-135089-T1-1-R1-1	I-H-135963-T2-1-R1-1	I-H-135393-T1-2-R1-1	I-H-135421-T1-1-R1-1	I-H-135420-T1-1-R1-1	I-H-135459-T1-1-R1-1	IID_H135462_T02_01_WT01	I-H-135463-T1-1-R1-1	I-H-108333-T2-1-R1-1	I-H-136134-T1-2-R1-1	I-H-134733-T3-1-R1-1	I-H-135466-T1-1-R1-1	I-H-135467-T1-1-R1-1	I-H-135973-T1-1-R1-1	I-H-135967-T1-1-R1-1	I-H-136062-T1-2-R1-1	I-H-135988-T1-1-R1-1	I-H-135990-T1-2-R1-1	I-H-136428-T1-2-R1-1	I-H-136083-T1-1-R1-1	I-H-136136-T1-2-R1-1	I-H-136139-T1-2-R1-1	IID_H158878_T01_01_WT01	I-H-136375-T1-2-R1-1	I-H-136424-T1-2-R1-1	IID_H136631_T01_01_WT01	IID_H136640_T01_01_WT01	IID_H136641_T01_01_WT01	IID_H136633_T01_01_WT01	IID_H136648_T01_01_WT01	IID_H158271_T01_01_WT01	IID_H156409_T01_01_WT01	IID_H156416_T01_01_WT01	IID_H156407_T01_01_WT01	IID_H136433_T07_01_WT01	IID_H158493_T01_01_WT01	IID_H156418_T01_01_WT01	IID_H158181_T01_01_WT01	IID_H158183_T01_01_WT01	IID_H158184_T01_01_WT01	IID_H158180_T01_01_WT01	IID_H158273_T01_01_WT01	IID_H158151_T01_01_WT01	IID_H158223_T01_01_WT01	IID_H195990_T01_01_WT01	IID_H134738_T07_01_WT01	IID_H158880_T01_01_WT01	IID_H158917_T01_01_WT01	IID_H158916_T01_01_WT01	IID_H158918_T01_01_WT01	IID_H158919_T01_01_WT01	IID_H159153_T01_01_WT01	IID_H159103_T01_01_WT01	IID_H159371_T01_01_WT01	IID_H159370_T01_01_WT01	IID_H159446_T01_01_WT01	IID_H195921_T01_01_WT01	IID_H195920_T02_01_WT01	IID_H195923_T01_01_WT01	IID_H195922_T01_01_WT01	IID_H195992_T01_01_WT01	IID_H195989_T01_01_WT01	IID_H195991_T01_01_WT01	IID_H196232_T01_01_WT01	IID_H196227_T01_01_WT01	IID_H197215_T01_01_WT01	IID_H136574_T05_01_WT01	IID_H198663_T01_01_WT01	IID_H196899_T01_01_WT01	IID_H196388_T01_01_WT01	IID_H198662_T01_01_WT01	IID_H198333_T01_01_WT01	IID_H196848_T01_01_WT01	IID_H196390_T01_01_WT01	IID_H196807_T01_01_WT01	IID_H196429_T01_01_WT01	IID_H198664_T01_01_WT01	IID_H197217_T01_01_WT01	IID_H196445_T01_01_WT01	IID_H136573_T05_01_WT01
TP53	21.029337	8.0351	9.152435	11.259653000000002	9.165361	12.460548	11.312656	10.428018999999999	13.61692	12.822015999999998	12.741036000000001	6.4611	11.431457	7.2566500000000005	6.730451	9.756084999999999	12.449444999999999	10.079526999999999	20.069207	29.526067000000005	6.644323999999999	2.311197	9.144010000000002	14.717221	12.224411	8.881963	11.699711	12.411330999999999	23.515582	9.829847	11.379153999999998	9.322767	4.0327079999999995	5.134419000000001	3.961828	16.867238	19.359539999999996	7.13067	8.242092	4.03947	7.320516	13.477276	6.300552000000001	29.769397000000005	53.153595	47.688219	35.49502299999999	67.52177300000001	5.443325	29.719334	6.565638000000001	10.210086	0.8784000000000002	32.564918	13.440871999999999	17.836143999999997	18.412153000000004	4.341183000000001	35.646412	2.526607	2.8396760000000003	15.904745000000002	3.4280529999999994	9.033487	23.791417	24.896762	42.287161	9.063312999999999	17.942448	22.304299	28.066678999999997	5.854698000000001	16.575669	54.20374300000001	4.542414999999999	24.408759	6.860424000000001	12.830056999999998	25.369454	34.807826999999996	3.4725979999999996	2.6043160000000003	0.00742	38.38205299999999	14.38037	1.41898	13.254010000000001	18.525901	1.5328659999999998	27.494343	7.2674460000000005	8.673404	27.439719999999998	12.463067999999998	8.644213	4.9261420000000005	34.523974	4.331651	3.662368	10.435753	21.34769
MYB	1.453139	5.340059	0.8271	0.9361370000000001	0.21453	1.2293090000000002	5.901433000000001	81.986132	0.44863299999999995	0.31882499999999997	0.273891	4.528025	0.377299	0.7768919999999999	0.506668	0.054865	0.7225459999999999	1.057607	0.5102530000000001	2.075716	0.913169	0.038654	0.189263	1.2575439999999998	2.0618730000000003	0.133232	4.224607000000001	4.566368	3.232	0.108756	1.309244	2.0134649999999996	0.12817800000000001	0.36911799999999995	0.31163	0.736751	2.228112	3.5559930000000004	1.446529	0.490718	1.0398569999999998	2.426824	0.304096	3.718739	0.8343709999999999	0.989637	1.009511	0.8183039999999999	0.084661	0.8426210000000001	0.267633	1.755958	0.18154700000000001	0.944819	5.017225	0.11738399999999999	1.082497	0.085642	1.55911	0.20210899999999998	0.036661	0.158785	1.264706	0.43879799999999997	0.39114399999999994	0.638427	0.8587359999999999	0.292398	0.075875	0.929228	0.260101	0.21599900000000002	1.0811380000000002	1.432722	0.230544	0.296815	0.346001	2.3924710000000005	0.237741	0.546703	5.732303000000001	0.92756	4.1924779999999995	0.227397	0.4679419999999999	0.29269500000000004	0.052573	2.671662	0.049027	1.0413890000000001	0.24435199999999999	1.368419	4.912856	0.46601	2.3109379999999997	0.560498	6.375089000000001	0.226124	0.319325	0.357642	2.920676
